-129.5061, -68.9869, -60.06, -59.68
-139.3947, -75.7088, -65.02, -63.19
-110.8736, -57.6094, -52.03, -47.03
-121.8868, -65.4659, -59.74, -59.91
-140.3294, -75.1037, -69.28, -65.81
